"CFCIF#","CP6MIC","CP6MCD","CF6MI7","CF6MI6","CF6MR7","CF6MR6","CFVUSR","CFVDT6","CFVDT7","CFVTME"
I024031,"12",S1,2002037,60202,2003037,60203,BTN8130044,60202,2002037,75523
D035945,"12",SU,2002037,60202,2003037,60203,BTN8130044,60202,2002037,90513
M064441,"20",G3,2002037,60202,2003037,60203,BTN8130044,60202,2002037,93014
E032202,"12",SU,2002037,60202,2003037,60203,BTN8130044,60202,2002037,105310
M068387,"12",SU,2002037,60202,2003037,60203,BTN8130044,60202,2002037,133153
K017299,"12",SU,2002037,60202,2003037,60203,BTN8130044,60202,2002037,140038
R041686,"20",G2,2002038,70202,2003038,70203,BTN8130044,70202,2002038,90554
B020270,"20",G3,2002038,70202,2003038,70203,BTN8130044,70202,2002038,102549
B021685,"20",G4,2002038,70202,2003038,70203,BTN8130044,70202,2002038,111229
S131104,"12",S1,2002038,70202,2003038,70203,BTN0004778,70202,2002038,114827
S131103,"12",S2,2002038,70202,2003038,70203,BTN0004778,70202,2002038,125340
A075407,"20",G3,2002038,70202,2003038,70203,BTN8130044,70202,2002038,140040
E032417,"12",S1,2002038,70202,2003038,70203,BTN7500894,70202,2002038,153801
E031729,"12",S1,2002038,70202,2003038,70203,BTN7500894,70202,2002038,160351
E031793,"12",SU,2002038,70202,2003038,70203,BTN0005137,70202,2002038,162547
E031723,"12",SU,2002038,70202,2003038,70203,BTN7500894,70202,2002038,164252
E031703,"12",S1,2002038,70202,2003038,70203,BTN7500894,70202,2002038,165806
E032453,"12",SU,2002038,70202,2003038,70203,BTN0005137,70202,2002038,170601
N030684,"20",G4,2002038,70202,2003038,70203,BTN8130044,70202,2002038,172017
A069185,"12",SD,2002038,70202,2003038,70203,BTN8130044,70202,2002038,174732
A075412,"20",G3,2002039,80202,2003039,80203,BTN8130044,80202,2002039,80329
A071381,"12",S1,2002039,80202,2003039,80203,BTN0004778,80202,2002039,83752
A071110,"12",SU,2002039,80202,2003039,80203,BTN0004778,80202,2002039,91623
E032317,"12",SU,2002039,80202,2003039,80203,BTN0004778,80202,2002039,110812
F012576,"12",D1,2002039,80202,2003039,80203,BTN7500894,80202,2002039,163243
A069177,"12",SU,2002039,80202,2003039,80203,BTN8130044,80202,2002039,164749
P017169,"20",G2,2002039,80202,2003039,80203,BTN8130044,80202,2002039,165512
N030477,"12",S1,2002042,110202,2003042,110203,BTN8130044,110202,2002042,75636
T032480,"20",G4,2002042,110202,2003042,110203,BTN8130044,110202,2002042,85823
K017599,"12",SU,2002042,110202,2003042,110203,BTN8130044,110202,2002042,95815
S138339,"12",D1,2002042,110202,2003042,110203,BTN8130044,110202,2002042,113359
S129692,"12",SU,2002042,110202,2003042,110203,BTN8130044,110202,2002042,134830
G006040,"12",SD,2002042,110202,2003042,110203,BTN0002190,110202,2002042,152108
S129813,"12",S1,2002042,110202,2003042,110203,BTN8130044,110202,2002042,162330
H033019,"12",SU,2002043,120202,2003043,120203,BTN0005137,120202,2002043,84035
H033487,"20",G3,2002043,120202,2003043,120203,BTN0005137,120202,2002043,85946
H035113,"20",G3,2002043,120202,2003043,120203,BTN0002190,120202,2002043,94958
H032699,"12",S1,2002043,120202,2003043,120203,BTN0002190,120202,2002043,110210
P018360,"20",G4,2002043,120202,2003043,120203,BTN8130044,120202,2002043,112259
Y020466,"12",S1,2002043,120202,2003043,120203,BTN8130044,120202,2002043,121813
H032799,"12",SU,2002043,120202,2003043,120203,BTN7500894,120202,2002043,151843
H032754,"12",S1,2002043,120202,2003043,120203,BTN0002190,120202,2002043,153341
H032670,"12",SU,2002043,120202,2003043,120203,BTN7500894,120202,2002043,154806
H032742,"12",SU,2002043,120202,2003043,120203,BTN7500894,120202,2002043,160600
H032809,"20",G1,2002043,120202,2003043,120203,BTN0002190,120202,2002043,162415
I011556,"12",S1,2002043,120202,2003043,120203,BTN8130044,120202,2002043,165601
Y020630,"20",G3,2002043,120202,2003043,120203,BTN8130044,120202,2002043,173556
I024191,"20",G3,2002043,120202,2003043,120203,BTN8130044,120202,2002043,174901
I024271,"12",S1,2002043,120202,2003043,120203,BTN8130044,120202,2002043,175711
L016784,"20",G4,2002043,120202,2003043,120203,BTN8130044,120202,2002043,181401
H032746,"12",S1,2002044,130202,2003044,130203,BTN0005137,130202,2002044,83436
H033507,"20",G5,2002044,130202,2003044,130203,BTN0005137,130202,2002044,85233
R040847,"12",SU,2002044,130202,2003044,130203,BTN8130044,130202,2002044,113758
K003988,"20",G2,2002044,130202,2003044,130203,BTN8130044,130202,2002044,141256
M064722,"12",S1,2002044,130202,2003044,130203,BTN8130044,130202,2002044,145025
A070879,"12",S1,2002044,130202,2003044,130203,BTN8130044,130202,2002044,151915
G005996,"20",G4,2002044,130202,2003044,130203,BTN8130044,130202,2002044,154721
R041533,"20",G3,2002044,130202,2003044,130203,BTN8130044,130202,2002044,160700
I023757,"12",SU,2002044,130202,2003044,130203,BTN0002190,130202,2002044,161732
I023799,"12",SU,2002044,130202,2003044,130203,BTN0002190,130202,2002044,162338
R041408,"12",SU,2002044,130202,2003044,130203,BTN8130044,130202,2002044,163427
Y020525,"20",G3,2002045,140202,2003045,140203,BTN8130044,140202,2002045,80339
R043938,"12",S1,2002045,140202,2003045,140203,BTN8130044,140202,2002045,85234
I023797,"20",G4,2002045,140202,2003045,140203,BTN0002190,140202,2002045,100820
S127374,"12",SU,2002045,140202,2003045,140203,BTN8130044,140202,2002045,130938
W017223,"12",SU,2002045,140202,2003045,140203,BTN8130044,140202,2002045,142342
S130819,"12",SU,2002046,150202,2003046,150203,BTN0003350,150202,2002046,85854
S130577,"20",G1,2002046,150202,2003046,150203,BTN0003350,150202,2002046,95559
S130733,"12",D1,2002046,150202,2003046,150203,BTN0003350,150202,2002046,102851
E000599,"12",S2,2002046,150202,2003046,150203,BTN8130044,150202,2002046,105544
S138400,"20",G3,2002046,150202,2003046,150203,BTN0004327,150202,2002046,111013
F012774,"20",G4,2002046,150202,2003046,150203,BTN8130044,150202,2002046,115303
S130339,"12",S1,2002046,150202,2003046,150203,BTN0003350,150202,2002046,124232
R041674,"12",D1,2002046,150202,2003046,150203,BTN0004327,150202,2002046,143510
L016576,"12",S1,2002046,150202,2003046,150203,BTN8130044,150202,2002046,150618
A070401,"20",G3,2002046,150202,2003046,150203,BTN8130044,150202,2002046,151757
A070468,"12",SD,2002046,150202,2003046,150203,BTN8130044,150202,2002046,161840
R043999,"20",G2,2002046,150202,2003046,150203,BTN8130044,150202,2002046,170735
R040655,"12",D1,2002046,150202,2003046,150203,BTN8130044,150202,2002046,172709
D036619,"12",D1,2002049,180202,2003049,180203,BTN8130044,180202,2002049,142236
I023819,"12",D1,2002049,180202,2003049,180203,BTN0002190,180202,2002049,161246
R041805,"12",S1,2002049,180202,2003049,180203,BTN8130044,180202,2002049,163304
R040657,"12",S1,2002049,180202,2003049,180203,BTN0004327,180202,2002049,172732
R043903,"20",G5,2002049,180202,2003049,180203,BTN0004327,180202,2002049,175231
A099232,"12",S1,2002050,190202,2003050,190203,BTN8130044,190202,2002050,74855
S127381,"12",S1,2002050,190202,2003050,190203,BTN8130044,190202,2002050,95900
M064894,"12",S1,2002050,190202,2003050,190203,BTN0004778,190202,2002050,104933
M064804,"12",S1,2002050,190202,2003050,190203,BTN0004778,190202,2002050,113353
S127749,"20",G4,2002050,190202,2003050,190203,BTN8130044,190202,2002050,121234
T041680,"20",G4,2002050,190202,2003050,190203,BTN8130044,190202,2002050,122249
I023837,"20",G4,2002050,190202,2003050,190203,BTN0002190,190202,2002050,151443
T030463,"12",S1,2002050,190202,2003050,190203,BTN8130044,190202,2002050,152606
R042049,"20",G3,2002050,190202,2003050,190203,BTN8130044,190202,2002050,153617
I023824,"12",S1,2002050,190202,2003050,190203,BTN0002190,190202,2002050,155745
R044086,"20",G2,2002050,190202,2003050,190203,BTN8130044,190202,2002050,174036
R041774,"12",S1,2002050,190202,2003050,190203,BTN8130044,190202,2002050,175716
R041803,"20",G3,2002050,190202,2003050,190203,BTN8130044,190202,2002050,180433
A070595,"12",S1,2002050,190202,2003050,190203,BTN0003350,190202,2002050,181219
P017271,"20",G2,2002050,190202,2003050,190203,BTN0004327,190202,2002050,181808
M064712,"20",G3,2002051,200202,2003051,200203,BTN8130044,200202,2002051,80516
D036932,"20",G3,2002051,200202,2003051,200203,BTN8130044,200202,2002051,83008
R041842,"20",G5,2002051,200202,2003051,200203,BTN8130044,200202,2002051,85234
S131002,"12",S1,2002051,200202,2003051,200203,BTN0004778,200202,2002051,93433
P017339,"20",G4,2002051,200202,2003051,200203,BTN8130044,200202,2002051,95211
A070168,"12",S1,2002051,200202,2003051,200203,BTN8130044,200202,2002051,102512
S131182,"12",S1,2002051,200202,2003051,200203,BTN0004778,200202,2002051,105441
S131067,"12",SU,2002051,200202,2003051,200203,BTN0004778,200202,2002051,113830
S131043,"12",S1,2002051,200202,2003051,200203,BTN0004778,200202,2002051,115452
S131183,"12",SU,2002051,200202,2003051,200203,BTN0004778,200202,2002051,120746
C007416,"12",SU,2002051,200202,2003051,200203,BTN0004778,200202,2002051,125944
J015812,"12",SU,2002051,200202,2003051,200203,BTN0004778,80302,2002067,101409
J015622,"12",S1,2002051,200202,2003051,200203,BTN7500894,200202,2002051,151622
J015857,"12",SD,2002051,200202,2003051,200203,BTN7500894,200202,2002051,154434
R042123,"20",G5,2002051,200202,2003051,200203,BTN8130044,200202,2002051,174826
R041736,"20",G4,2002051,200202,2003051,200203,BTN8130044,200202,2002051,180601
N042500,"12",D1,2002052,210202,2003052,210203,BTN8130044,210202,2002052,112703
S173956,"12",D1,2002052,210202,2003052,210203,BTN8130044,210202,2002052,123812
M064140,"12",S3,2002052,210202,2003052,210203,BTN8130044,210202,2002052,152557
M086287,"20",G1,2002052,210202,2003052,210203,BTN8130044,210202,2002052,153008
S139529,"22",L1,2002054,230202,2003054,230203,BTN0005131,230202,2002054,112259
T034925,"20",G4,2002054,230202,2003054,230203,BTN0002886,230202,2002054,114945
R044625,"12",SU,2002054,230202,2003054,230203,BTN0002886,230202,2002054,120937
S138825,"20",G4,2002054,230202,2003054,230203,BTN0002886,230202,2002054,122133
E038011,"22",L1,2002054,230202,2003054,230203,BTN0005131,230202,2002054,123502
I026516,"12",SU,2002054,230202,2003054,230203,BTN0002886,230202,2002054,130028
E035317,"12",S1,2004203,210704,2004238,250804,BTN0004414,250804,2004238,113619
Y022898,"20",G5,2002054,230202,2003054,230203,BTN0005131,230202,2002054,132615
S149511,"12",SM,2002054,230202,2003054,230203,BTN0002770,230202,2002054,141112
S146356,"20",G3,2002054,230202,2003054,230203,BTN0005131,230202,2002054,142848
M073765,"12",S2,2002054,230202,2003054,230203,BTN0002770,230202,2002054,145029
H037006,"20",G4,2002054,230202,2003054,230203,BTN0005131,230202,2002054,150517
L019156,"12",SU,2002054,230202,2003054,230203,BTN0002770,230202,2002054,152450
Y023441,"20",G2,2002054,230202,2003054,230203,BTN0005131,230202,2002054,155941
J015775,"20",G4,2002056,250202,2003056,250203,BTN8130044,250202,2002056,92548
M086290,"12",S1,2002056,250202,2003056,250203,BTN8130044,250202,2002056,95223
N030796,"12",SU,2002056,250202,2003056,250203,BTN0004778,250202,2002056,120233
W018477,"20",G2,2002056,250202,2003056,250203,BTN0005131,250202,2002056,155103
A070752,"20",G2,2002056,250202,2003056,250203,BTN8130044,250202,2002056,180017
S146597,"20",G3,2002056,250202,2003056,250203,BTN0005131,250202,2002056,183652
T029807,"12",D1,2002057,260202,2003057,260203,BTN0004778,260202,2002057,92834
E034160,"20",G3,2002057,260202,2003057,260203,BTN0002770,260202,2002057,102312
P019279,"12",S1,2002057,260202,2003057,260203,BTN0002770,260202,2002057,131000
K017806,"12",S2,2002057,260202,2003057,260203,BTN0002190,260202,2002057,154731
K017783,"12",SU,2002057,260202,2003057,260203,BTN0005137,260202,2002057,155633
K018691,"12",SU,2002057,260202,2003057,260203,BTN0002190,260202,2002057,162716
K017804,"12",D1,2002057,260202,2003057,260203,BTN0002190,260202,2002057,163339
H032932,"12",S1,2002057,260202,2003057,260203,BTN8130044,260202,2002057,164006
S057553,"20",G3,2002057,260202,2003057,260203,BTN8130044,260202,2002057,171413
M067746,"20",G2,2002057,260202,2003057,260203,BTN8130044,260202,2002057,172758
A099303,"12",S1,2002058,270202,2003058,270203,BTN0004629,270202,2002058,80750
M063171,"12",S1,2002058,270202,2003058,270203,BTN8130044,270202,2002058,94522
D036742,"20",G3,2002058,270202,2003058,270203,BTN0004327,270202,2002058,105858
I024011,"12",S1,2002058,270202,2003058,270203,BTN0004327,270202,2002058,112740
F012694,"20",G3,2002058,270202,2003058,270203,BTN8130044,270202,2002058,115420
K017447,"12",S1,2002058,270202,2003058,270203,BTN0002190,270202,2002058,160323
I024219,"12",SU,2002058,270202,2003058,270203,BTN8130044,270202,2002058,175347
F012657,"20",G3,2002059,280202,2003059,280203,BTN8130044,280202,2002059,85417
R057136,"12",S1,2002059,280202,2003059,280203,BTN8130044,280202,2002059,104048
K023791,"12",S1,2002059,280202,2003059,280203,BTN8130044,280202,2002059,114557
M064363,"12",D1,2002059,280202,2003059,280203,BTN8130044,280202,2002059,141606
K017465,"12",S1,2002059,280202,2003059,280203,BTN0005137,280202,2002059,162635
Y021854,"20",G4,2002059,280202,2003059,280203,BTN8130044,280202,2002059,171731
D036154,"12",S1,2002060,10302,2003060,10303,BTN8130044,10302,2002060,94124
S131096,"12",S2,2002060,10302,2003060,10303,BTN0004778,10302,2002060,110330
H033283,"20",G4,2002060,10302,2003060,10303,BTN8130044,10302,2002060,111600
T030664,"20",G4,2002060,10302,2003060,10303,BTN8130044,10302,2002060,142833
T032431,"20",G3,2002060,10302,2003060,10303,BTN8130044,10302,2002060,153004
N070538,"12",S1,2002063,40302,2003063,40303,BTN8130044,40302,2002063,81055
C007336,"12",SU,2002063,40302,2003063,40303,BTN0004778,40302,2002063,91137
D094701,"12",S1,2002063,40302,2003063,40303,BTN8130044,40302,2002063,101153
T030717,"20",G3,2002063,40302,2003063,40303,BTN8130044,40302,2002063,114637
A071318,"12",S2,2002063,40302,2003063,40303,BTN0004778,40302,2002063,142452
A166287,"20",G4,2002063,40302,2003063,40303,BTN8130044,40302,2002063,145619
R087889,"11",DV,2002063,40302,2003063,40303,BTN0005254,40302,2002063,160735
